순번,회사명,대표자명,생산품,공장대표주소(도로명),업종명
1, (주)제이앤스테크,유홍헌,"조명기구,공기청정기","서울특별시 영등포구 선유로 70, 10층 1002호 (문래동3가, 우리벤처타운2)",일반용조명장치제조업 외 1 종
2,(사)장애인노동진흥회(행복한나무),최성준,"인쇄물,출판물,진행문서화일",서울특별시 영등포구 양산로 96 (당산동2가),문구용 종이제품 제조업 외 5 종
3,(사)한국장애인기업협회 인쇄사업단,김대균,인쇄물,서울특별시 영등포구 도림동 150-8번지,경 인쇄업 외 2 종
4,(주)가나이엔지,강재선,무선 송신기,"서울특별시 영등포구 경인로71길 70, 1005호~1006호 (문래동5가, 벽산디지털밸리)",기타 무선 통신장비 제조업 외 1 종
5,(주)가람아이앤씨,김태주,"산업용 콘트롤러, 통신기기","서울특별시 영등포구 당산로2길 12, 에이스테크노타워301 (문래동3가)",컴퓨터 제조업
6,(주)가시,강우석,"영상감지장치,보안용카메라,차량번호판독기","서울특별시 영등포구 경인로71길 70, B102호 (문래동5가, 벽산디지털밸리)",방송장비 제조업 외 1 종
7,(주)가을디에스,"신연희, 김택수","컴퓨터, 교육용로봇","서울특별시 영등포구 양평로30길 14, 705호, 706호(양평동6가) 705호, 706호","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 4 종"
8,(주)가이드삼정,문용만,조명장치,"서울특별시 영등포구 영신로 220, 14층 1411,1412 (영등포동8가, KnK디지털타워)",전시 및 광고용 조명장치 제조업 외 1 종
9,(주)가포아이엔지,김한일,공기압 맛사지기,"서울특별시 영등포구 경인로82길 3-4, 센터플러스 1116호 (문래동1가)",그 외 기타 의료용 기기 제조업
10,(주)강서화학공업사,한갑현,"샴푸, 유황, 비누, 세제","서울특별시 영등포구 당산로29길 5-1, 601호 (당산동3가, 삼일빌딩)",계면활성제 제조업 외 1 종
11,(주)건민이앤씨,박병윤,하수슬러지건조기,서울특별시 영등포구 선유로35길 21 (양평동3가),그 외 기타 일반목적용 기계 제조업 외 1 종
12,(주)경덕레이져,김찬수,금속가공제품,서울특별시 영등포구 선유로 1 (문래동5가) (총 2 필지) 외 1필지,그 외 기타 금속가공업
13,(주)경인열기엔지니어링,이상원,방폭 UVS,"서울특별시 영등포구 경인로 775, 1동 15층 1508호, B170호 (문래동3가, 에이스하이테크시티)","산업용 오븐, 노 및 노용 버너 제조업 외 1 종"
14,(주)굿센,박연정,"CCTV, 전산업무, 기타주변기기","서울특별시 영등포구 대림로39길 5, 1층(대림동)",방송장비 제조업 외 3 종
15,(주)그린도트,이화진,"전기차 충전기, BSS (Battery Swap Staion), 주차 관제 설비, 영상감시장치","서울특별시 영등포구 영등포로 150, (당산동1가, 생각공장 당산) C동 B2층 GP201호",기타 전기 변환장치 제조업 외 2 종
16,(주)그린엠티브이,김종호,스텐레스 레이저 가공,서울특별시 영등포구 도림로129길 3 (문래동2가),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
17,(주)그린온,조봉제,"초음파기화 방제기, 공기청정기","서울특별시 영등포구 양산로 57-5, 5층 506호 (양평동3가, 양평동 이노플렉스)",기체 여과기 제조업 외 4 종
18,(주)꼬모텍스타일,조영숙,넥타이,서울특별시 영등포구 도림로 281 (신길동),기타 편조의복 액세서리 제조업
19,(주)나래휴몰드,채희락,"섬유류(의류,가방,신발외)","서울특별시 영등포구 양산로 34, 2층 (양평동1가, 동신교통(주))",남자용 겉옷 제조업 외 30 종
20,(주)나루지엠에스,조승현,"의류, 가방 및 액세서리등","서울특별시 영등포구 여의대방로43가길 12, 지층 (신길동, 성문빌딩)",셔츠 및 블라우스 제조업 외 36 종
21,(주)남효에이앤에이,김균운,"광고물, 사인물","서울특별시 영등포구 문래로20길 60, 5층 503호 (문래동3가, 메가벤처타워)",금속 표시판 제조업
22,(주)네오비젼,유정식,영상디스플레이기기,"서울특별시 영등포구 선유로 130, 5층 501~503 (양평동3가)",컴퓨터 모니터 제조업
23,(주)넥스트림,"신재범,  정승화",데이터저장장치,"서울특별시 영등포구 당산로41길 11, SK V1 center (당산동4가) E동 B1층 B137호",기타 주변기기 제조업 외 1 종
24,(주)넥스트림,"신재범,정승화","디스크어레이, 디스크어레이","서울특별시 영등포구 당산로41길 11, W동 429호(당산동4가, 당산 SK V1 center)",기억장치 제조업 외 2 종
25,(주)노하우전기통신,"임창배, 양창화","무인안내시스템, 영상정보디스플레이장치, 컴퓨터서버, 특수목적컴퓨터, 비상경보기, 출입통제시스템, 컴퓨터서버, 비상경보기, 자동안내장치, 출입통제시스템, 구내방송장치, 교통관제시스템, 무인교통감시장치, 보안용카메라, 영상감시장치, 교통관제시스템, 무선송수신기, 무선통신송신기, 무선통신장치, 보안용카메라, 무인교통감시장치, 영상감시장치, 무인교통감시장치, 무인안내시스템, 영상정보디스플레이장치, 구내방송장치, 구내방송장치, 원격접속장치, 공정제어실험장치, 교육훈련장비(자동제어교육실습장비, 마이크로프로세스교육실습장비), 원격접속장치, 교육훈련장비(자동제어교육실습장비, 마이크로프로세스교육실습장비), 전자회로실험장치, 정보통신망실습장비, 계장제어장치, 모니터링장치, 빌딩자동제어장치, 조명용제어장치, 전력보호감시장치, 집중표시제어장치, 최대수요전력제어기, 조명용제어장치, 안내전광판, 열차행선안내장치, 비상경보기, 출입통제시스템, 출입통제시스템",서울특별시 영등포구 양산로 53 (양평동3가) 월드메르디앙비즈센터 408호,방송장비 제조업 외 72 종
26,(주)다산에스알,강순모,전원분배기,"서울특별시 영등포구 영신로 220, 1011~1012호(영등포동8가, KnK디지털타워) 1011~1012호",기타 음향기기 제조업
27,(주)다우어패럴,양윤수,스웨타,"서울특별시 영등포구 도림로41길 11-2 (대림동, 다우빌딩)",편조의복 제조업
28,(주)다원에프앤디,김혜정,도시락,"서울특별시 영등포구 영등포로72길 14, 지하1층 (신길동)",도시락류 제조업 외 1 종
29,(주)단왕,안병노,산업용 로봇,서울특별시 영등포구 문래동2가 2번지 지하1층,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 6 종
30,(주)당신의파트너,김철웅,"사진, 인쇄물","서울특별시 영등포구 양평로30길 40, 1,2,지층 (양평동6가)",기타 인쇄업
31,(주)당신의파트너,김철웅,아크릴 제품,"서울특별시 영등포구 양평로30길 40, 5,6,7층 (양평동6가)",합성수지 및 기타 플라스틱 물질 제조업
32,(주)대광사업단,박선희,"분전반,배전반","서울특별시 영등포구 가마산로 501, 제나호 (신길동, 새마을금고)",배전반 및 전기 자동제어반 제조업
33,(주)대동압연,이창길,철선제품,"서울특별시 영등포구 양평로23길 8 (양평동5가, 대동압연공장) 외 1필지",철강선 제조업
34,(주)대선에이디테크,김복열,광고간판,서울특별시 영등포구 문래로 79-17 (문래동3가),전시 및 광고용 조명장치 제조업 외 4 종
35,(주)대양디앤티,차준보,전자도어록,"서울특별시 영등포구 도신로 75 (도림동, 연안빌딩)",일반철물 제조업
36,(주)대영계전,홍태원,"H2 Analyzer System, O2 Analyzer System",서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티 1동 11층 1101호,산업처리공정 제어장비 제조업
37,(주)대원토탈테크씨앤씨,문연주,"간판및광고물, 철구조물, 명패",서울특별시 영등포구 경인로94길 5 (문래동1가),그 외 기타 분류 안된 금속 가공 제품 제조업 외 3 종
38,(주)대원특수코리아,박대석,여과기 제조,서울특별시 영등포구 도림로141길 28-1 (문래동4가),액체 여과기 제조업 외 1 종
39,(주)대원특수코리아,박대석,휠타하우징,서울특별시 영등포구 경인로80길 3-9 (문래동1가),액체 여과기 제조업
40,(주)대유기획인쇄,유보현,인쇄물,서울특별시 영등포구 영신로32길 17 (영등포동4가),기타 인쇄업 외 1 종
41,(주)대한프린테크,황선관,인쇄물,서울특별시 영등포구 선유로43가길 10 (양평동3가),기타 인쇄업 외 1 종
42,(주)대흥정보,"여범수,박기범",주차주제어장치,"서울특별시 영등포구 문래북로 116, 4층 404호 (문래동3가)",교통 신호장치 제조업
43,(주)더그린,김영심,"간판,현수막,깃발,오탁방지막,고무보트",서울특별시 영등포구 도신로19길 8 (도림동),간판 및 광고물 제조업 외 4 종
44,(주)델파,이종훈,"경찰조끼, 소방조끼, 가방, 남성여성용조끼","서울특별시 영등포구 영신로 22-15, 지하1층,1층,2층 (영등포동)",핸드백 및 지갑 제조업 외 11 종
45,(주)동광복층,채준석,"복층유리, 강화유리, 거울 등",서울특별시 영등포구 선유동1로 46 (당산동3가) (총 3 필지) 외 2필지,안전유리 제조업 외 1 종
46,(주)동일특수테크,이승훈,볼트피스,서울특별시 영등포구 양평로21가길 4 (양평동5가),볼트 및 너트류 제조업 외 2 종
47,(주)동일프론텍,황용흥,전기기계기구(테이블외),서울특별시 영등포구 선유로 176 (양평동3가),일반철물 제조업
48,(주)동해글로벌,윤재식,"학생복,단체복,근무복","서울특별시 영등포구 도신로 115, B1(도림동, 명신빌딩)","근무복, 작업복 및 유사의복 제조업 외 5 종"
49,(주)동해플러스,윤영하,"니트,스웨터 원단 및 제품","서울특별시 영등포구 신길로45길 3-1, B1 101호 (신길동)",편조원단 제조업 외 1 종
50,(주)두아,양경호,간판 및 내부사인,"서울특별시 영등포구 영신로 220, 3층 302호 (영등포동8가, KnK디지털타워)",간판 및 광고물 제조업
51,(주)두올테크,최철호,"카드리더기, 생체(지문)인식기","서울특별시 영등포구 당산로41길 11, SK V1 center (당산동4가) 이동 6층 602~604,비124호",기타 주변기기 제조업
52,(주)디비스,김언정,"PC, AIO,모니터","서울특별시 영등포구 경인로 775, 3동 5층 504 (문래동3가, 에이스하이테크시티)",컴퓨터 제조업 외 1 종
53,(주)디에스이앤티,양종만,"CCTV, F.D.F, 바닥형보행신호등, 교통신호제어기, 보행자버튼입력장치","서울특별시 영등포구 선유로3길 10, 하우스디비즈 409호, B1층 122호 (문래동5가)",유선 통신장비 제조업 외 2 종
54,(주)디에이케이,박종호,자동주차설비,"서울특별시 영등포구 양평로22길 21, B301호~B302호 (양평동5가)",승강기 제조업
55,(주)디엠아이시스템즈,김욱호,"서버컴퓨터, 스토리지, 모니터",서울특별시 영등포구 선유로49길 23 8층 801호,컴퓨터 제조업 외 2 종
56,(주)디엠티이씨,강대일,"배전반,계장제어장치,유량계,프로세스제어반","서울특별시 영등포구 양평로21길 26, 21층 2104호 (양평동5가)",배전반 및 전기 자동제어반 제조업 외 3 종
57,(주)디엠피테크,김성훈,,"서울특별시 영등포구 선유로13길 25, 비106~비109호 (문래동6가)",기타 가공 공작기계 제조업
58,(주)디젠,이길헌,디지탈프린터,"서울특별시 영등포구 선유로33길 15, 6층 602호 (양평동3가)",컴퓨터입·출력장치및기타주변기기제조업
59,(주)디지옵트론,정수봉,"전기통신제품, 선반용콘솔등","서울특별시 영등포구 경인로82길 3-4, 4층 401 (문래동1가, 센터플러스)",기타 무선 통신장비 제조업 외 1 종
60,(주)디텍터전자,박정호,전자기기,서울특별시 영등포구 선유로55길 11 (양평동4가),전기경보 및 신호장치 제조업
61,(주)디투넷,신동국,방송장비,"서울특별시 영등포구 양산로 43, 3층 307호 (양평동3가)",비디오 및 기타 영상기기 제조업 외 1 종
62,(주)럭슬,이성철,USB 메모리,"서울특별시 영등포구 당산로2길 12, 3층 303호 (문래동3가, 에이스테크노타워)",기억장치 제조업
63,(주)로그아이,윤창수,역무자동화기기,"서울특별시 영등포구 당산로 240 (당산동6가, 유상빌딩)",사무용 기계 및 장비 제조업
64,(주)로버텍,김현성,네트워크 스위치,"서울특별시 영등포구 영등포로5길 19 (양평동2가, 동아프라임밸리)",유선 통신장비 제조업 외 3 종
65,(주)로시,박형우,큐브로봇,"서울특별시 영등포구 선유로9길 10, 1616호(문래동6가, 문래 SK V1 center) 1616호",인형 및 장난감 제조업
66,(주)로얄라이프,전봉철,"침장, 피복","서울특별시 영등포구 선유로33길 15 (양평동3가) 7,B1층 701,704,B102,103,104호",침구 및 관련제품 제조업 외 17 종
67,(주)루멘라이텍,정우호,조명기구,"서울특별시 영등포구 양평로21가길 19, 우림라이온스밸리비동209 (양평동5가)",일반용 전기 조명장치 제조업
68,(주)리베로패션,이병두,여성의류,"서울특별시 영등포구 선유로49길 23, 312호 (양평동4가)","근무복, 작업복 및 유사의복 제조업 외 2 종"
69,(주)메드파크,박정복,치과용 골이식재,"서울특별시 영등포구 선유로13길 25, 1009~1010호 (문래동6가)",치과용 기기 제조업
70,(주)메디원헬스케어,이정선,화재대피용 구조손수건,"서울특별시 영등포구 영신로40길 5, 1층 (영등포동6가)",그 외 기타 의료용 기기 제조업
71,(주)명가이엔지,한홍근,두부제조기,서울특별시 영등포구 영등포로5길 45-1 (양평동2가),음ㆍ식료품 및 담배 가공기계 제조업
72,(주)명문의료기,김진왕,체험교육용품,"서울특별시 영등포구 선유로3길 10, 805호 (문래동5가)",그 외 기타 달리 분류되지 않은 제품 제조업 외 2 종
73,(주)명성벤딩,"김철성,왕명호",철구조물 벤딩,서울특별시 영등포구 경인로90길 5-3 (문래동1가),육상 금속 골조 구조재 제조업 외 1 종
74,(주)명신기어기공,이용현,기어감속기 및 인쇄기 코팅제품,서울특별시 영등포구 도림로141길 22 (문래동4가),기어 및 동력전달장치 제조업
75,(주)명진문화,김정만,인쇄물,"서울특별시 영등포구 경인로82길 3-4, 3층 307 (문래동1가, 센터플러스)",기타 인쇄업 외 1 종
76,(주)명진씨앤피,최영무,인쇄물,"서울특별시 영등포구 경인로82길 3-4, 6층 616호 (문래동1가, 센터플러스) 외 2필지",기타 인쇄업 외 4 종
77,(주)모던애드,김영심,"간판, 현수막, 깃발, 원단, 부직포, 피복, 용접봉, 명패, 고무보트","서울특별시 영등포구 선유로13길 25, 209호 (문래동6가)",간판 및 광고물 제조업 외 5 종
78,(주)문화예감,정종배,음향기기 등,"서울특별시 영등포구 양산로 57-5, 양평동이노플렉스405호 405호 (양평동3가)",그 외 기타 전자부품 제조업 외 8 종
79,(주)미도종합안전,이기수,"울타리, 광고물 등","서울특별시 영등포구 양산로 96, A24호 (당산동2가)",일반철물 제조업 외 3 종
80,(주)미도코리아,안민진,"자동차용후부반사판,표지판,광고물제작및 대행","서울특별시 영등포구 도영로7길 1 (도림동, 웅림물산)",기타자동차부품제조업 외 1 종
81,(주)미래엔에스,김유식,CCTV영상저장장치(NVR),"서울특별시 영등포구 선유로 146, 12층 1201 (양평동3가, 이앤씨드림타워)",방송장비 제조업
82,(주)미림테크,김종인,로타리 및 고속타발기,"서울특별시 영등포구 선유로13길 25, B105 (문래동6가)","고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종"
83,(주)미소아이티,김재욱,"CCTV,엠프(음성증폭기), 서버","서울특별시 영등포구 영신로 220 (영등포동8가) 602, 603호",방송장비 제조업 외 3 종
84,(주)미쉘베이스,서승범,보정속옷,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 B 211호 (문래동3가)",속옷 및 잠옷 제조업
85,(주)미코인더스트리,이진호,자물쇄,"서울특별시 영등포구 양산로 43, 3층 311호 (양평동3가, 양평동우림 이 비지센타)",일반철물 제조업
86,(주)바스파워텍,박형철,배전반 및 전기자동제어반,"서울특별시 영등포구 선유로13길 25, 에이스하이테크시티2차 1304호 (문래동6가)",배전반 및 전기 자동제어반 제조업 외 2 종
87,(주)바이오믹스테크,윤소현,라떼베이수 외 76종,"서울특별시 영등포구 선유서로 17, 1층 1층 (문래동5가, 문래동 빅토리 테크노 타워)",아이스크림 및 기타 식용빙과류 제조업 외 6 종
88,(주)범우정보기술,이용철,"컴퓨터프린터,기타주변기기","서울특별시 영등포구 국회대로37길 23, 지하 1층 (당산동4가)",기타 주변기기 제조업 외 3 종
89,(주)베이넥스,연광흠,컴퓨터서버,"서울특별시 영등포구 당산로41길 11, B1층 102호 (당산동4가)",컴퓨터 제조업
90,(주)브리지텍,신경식,IPRON,"서울특별시 영등포구 국제금융로2길 32, 17층 일부 (여의도동)",유선 통신장비 제조업
91,(주)블루엔터프라이즈,이영철,스마트안전보조기,"서울특별시 영등포구 당산로47길 18, 지하 1층 (당산동6가)",기타 무선 통신장비 제조업
92,(주)비비크리스탈,이선형.현민섭,기념품,"서울특별시 영등포구 경인로77길 14 (문래동2가, 영문빌딩)",그 외 기타 유리제품 제조업 외 1 종
93,(주)비씨앤,유선미,"하이패스 시스템, 전자기 측정","서울특별시 영등포구 양산로 57-5 (양평동3가, 양평동 이노플렉스) 1동 11층 4호",유선 통신장비 제조업 외 1 종
94,(주)비에스파워,정병섭,"자동제어반,프로세스제어반,배전반","서울특별시 영등포구 양산로 156-1, 4층 (당산동1가, 신우빌딩)",배전반 및 전기 자동제어반 제조업 외 1 종
95,(주)비엔아이엔씨,"연광흠, 윤영웅",컴퓨터서버,"서울특별시 영등포구 당산로41길 11, SK V1 center (당산동4가) W동 12층 08호 외 3필지",컴퓨터 제조업
96,(주)비엔인더스트리,이재혁,차량번호인식 주차관제시스템,서울특별시 영등포구 양산로 43 (양평동3가) 양평동우림 이 비지센타 8층 812호,전기경보 및 신호장치 제조업 외 2 종
97,(주)비엔인더스트리,이재혁,차량번호인식 주차관제시스템,"서울특별시 영등포구 양산로 43, 810호(양평동3가, 양평동우림 이 비지센타)",전기경보 및 신호장치 제조업 외 2 종
98,(주)비젼이노텍 제2공장,김상곤,복합재료공구,"서울특별시 영등포구 선유서로 17, 3층 301호 (문래동5가, 문래동 빅토리 테크노 타워)",기타 가공 공작기계 제조업
99,(주)비주얼리서치,김창원,방송용 문자발생기,"서울특별시 영등포구 당산로41길 11, W동 709호,712호 (당산동4가)",방송장비 제조업
100,(주)비케이콘트롤스,"정교원,나정균",산업용 전기변환/보호/접속장치,"서울특별시 영등포구 문래로20길 60, 4층 401호 (문래동3가, 메가벤처타워)",기타 전기 변환장치 제조업 외 3 종
101,(주)사운드솔루션,이 홍,"방송장비,전원분배기,오디오앰프","서울특별시 영등포구 경인로 775, 4동 2층 201 (문래동3가, 에이스하이테크시티)",방송장비 제조업 외 1 종
102,(주)사운드허브,김민정,"음향기기, 전기설비브래킷",서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티4동107호,기타 음향기기 제조업 외 1 종
103,(주)삼덕공사,전현섭,모형제작,"서울특별시 영등포구 문래로20길 60, 7층 703~705호 (문래동3가, 메가벤처타워)",전시용 모형 제조업
104,(주)삼성메탈,김형규,"스텐레스산화제품, 스텐레스발색제품, 산화녹청동판, 발색산화동판",서울특별시 영등포구 양평로21다길 13-1 (양평동5가),스크린 인쇄업
105,(주)삼현기획,이하헌,광고물,"서울특별시 영등포구 양평로28마길 7, 1층 (양평동6가, 대한정밀)",간판 및 광고물 제조업
106,(주)삼흥기공,이석현,산업용도물,"서울특별시 영등포구 선유서로 85 (양평동2가, 원진금형공업사)",절삭가공 및 유사처리업
107,(주)새로움아이,안나,전시 컨벤션 및 행사 대행업,"서울특별시 영등포구 양평로22길 21,  외 2필지(106-2,3) (양평동5가)","전시, 컨벤션 및 행사 대행업 외 10 종"
108,(주)서광씨앤에이,최봉한,"카다로그,전단지",서울특별시 영등포구 문래로 180 (영등포동4가),경 인쇄업 외 2 종
109,(주)서로가치,"이미진,손경근",인쇄물,"서울특별시 영등포구 영등포로13길 21 (양평동1가, BH메타플렉스 양평) 3층 304호",기타 인쇄업
110,(주)서울에프에이,김명현,전기자동제어반 판넬 등,"서울특별시 영등포구 대방천로 219, 1층 (신길동)",배전반 및 전기 자동제어반 제조업 외 2 종
111,(주)서울질화,위문섭,"차량부품(켐,로라)",서울특별시 영등포구 문래로 79-15 (문래동3가),금속 열처리업
112,(주)설산,김세영,"알루미나세라믹,전기보온밥통",서울특별시 영등포구 선유로 176 (양평동3가),도장 및 기타 피막처리업
113,(주)성신이엘,유현임,광고용램프및유사조명장치,"서울특별시 영등포구 대림로31길 26, 지하1층 (대림동, 성신광고산업빌딩)",전시 및 광고용 조명장치 제조업
114,(주)성우아이씨티,조성철,"ACU보드,CCTV카메라","서울특별시 영등포구 영등포로5길 19, 13층 1312 (양평동2가, 동아프라임밸리)",기기용 자동측정 및 제어장치 제조업 외 3 종
115,(주)성진지오텍,김규선,"계측기기부품, 토목계측","서울특별시 영등포구 당산로10길 19, 성진지오텍  (당산동1가)",그 외 기타 일반목적용 기계 제조업 외 1 종
116,(주)성진코스메틱스,김성신,화장용브러쉬,"서울특별시 영등포구 양산로 43, 9층 907호 (양평동3가, 양평동우림 이 비지센타)",비 및 솔 제조업
117,(주)세웅정보통신,장우진,유선통신장치,서울특별시 영등포구 양산로 57-5 (양평동3가) 이노플렉스 707호,유선 통신장비 제조업 외 1 종
118,(주)세일테크노,김중석,현미경류 등,"서울특별시 영등포구 당산로2길 12, 8층 806호 (문래동3가, 에이스테크노타워)",치과기공물 제조업 외 3 종
119,(주)세종아이엔피,이상수,프린터리본,"서울특별시 영등포구 양평로30길 14, 204호 (양평동6가)",기타 주변기기 제조업
120,(주)세지,김진기,플라스틱용기,서울특별시 영등포구 선유로9길 4 (문래동6가),포장용 플라스틱 성형용기 제조업
121,(주)세호영상,박석신,CCTV 장비 외,"서울특별시 영등포구 경인로 775, 3동 4층 405호 (문래동3가, 에이스하이테크시티)",유선 통신장비 제조업 외 4 종
122,(주)센린텍스,박주연,의류,"서울특별시 영등포구 도신로 139-7, 지하 (도림동)",남자용 겉옷 제조업 외 11 종
123,(주)소리지오,이현재,"흡음/방음부스, 흡음패널, 룸튜닝 제품","서울특별시 영등포구 선유서로24길 1, 1~2층 (양평동1가)",부직포 및 펠트 제조업 외 1 종
124,(주)소만사,김대환,방화벽장치,"서울특별시 영등포구 영신로 220, 9층 903 (영등포동8가, KnK디지털타워)",기타 주변기기 제조업
125,(주)송림코리아,박인종,펌프및압축기,"서울특별시 영등포구 경인로77가길 20 (문래동2가, 운수회관빌딩)",액체펌프제조업 외 5 종
126,(주)수도프리미엄엔지니어링,안 철,"살균탈취청정기,데이터수집장치","서울특별시 영등포구 선유로 70, 13층 1301호 (문래동3가, 우리벤처타운2)",기체 여과기 제조업
127,(주)수이엔에스,김영옥,"만주,화과자","서울특별시 영등포구 문래북로 58-8, 1층 (문래동3가)",떡류 제조업 외 1 종
128,(주)스마트메카,이명주,"정보통신단말기 개발, 통합보안시스템, RF READER, 통합보안 S/W, Access Controller",서울특별시 영등포구 선유로13길 25 6층 602호,기타 무선 통신장비 제조업 외 1 종
129,(주)스마트엔텍,이선명,"LED디스플레이, DID","서울특별시 영등포구 양산로 43, 6층 611 (양평동3가, 양평동우림 이 비지센타)",컴퓨터 모니터 제조업
130,(주)스마트테크놀로지,소재영,"공기열원히트펌프,지열히트펌프",서울특별시 영등포구 선유동1로 31-1 (양평동3가),산업용 냉장 및 냉동 장비 제조업 외 2 종
131,(주)스포닉스,이승재,무선심박수측정기,"서울특별시 영등포구 경인로71길 70, 601호 (문래동5가)",전기식 진단 및 요법 기기 제조업
132,(주)시스원,"이상훈, 서일종",출입국심사대 / 보안카메라 등,"서울특별시 영등포구 선유로9길 10, 1221호(문래동6가, 문래 SK V1 center) 1221호",컴퓨터 제조업 외 5 종
133,(주)신기능번개활수기,문태규,번개활수기,"서울특별시 영등포구 영등포로28길 5, 코오롱상가 3층 61호 (당산동1가)",액체 여과기 제조업
134,(주)신우디앤피,김진열,마스타인쇄,서울특별시 영등포구 영등포로34길 12 (영등포동4가),경 인쇄업 외 2 종
135,(주)신우유비코스,김문재,배전반 및 전기자동제어반,"서울특별시 영등포구 선유로13길 25, 301,302,320호(문래동6가, 에이스하이테크시티2차) (문래동6가)",배전반 및 전기 자동제어반 제조업
136,(주)신장메디칼,이민형,인공신장기정수장치 외 3,"서울특별시 영등포구 선유로 146, 이앤씨드림타워 709호 (양평동3가)",그 외 기타 의료용 기기 제조업 외 3 종
137,(주)신촌물산,전광진,인쇄,"서울특별시 영등포구 경인로82길 3-4, B2층 213 (문래동1가, 센터플러스)",경 인쇄업 외 2 종
138,(주)신한모드,김희모,유니품,서울특별시 영등포구 당산로31길 19 (당산동3가),남자용 겉옷 제조업 외 11 종
139,(주)신흥테크 티앤씨,이성관,출입카드,"서울특별시 영등포구 경인로 775, 1동 13층 1301 (문래동3가, 에이스하이테크시티)",기타 인쇄업 외 1 종
140,(주)싸이언스파크,김종인,기초과학실험기기,서울특별시 영등포구 선유서로21길 26 (양평동2가),"물질 검사, 측정 및 분석기구 제조업"
141,(주)싸인매니아,김경식,광고물,서울특별시 영등포구 양평로 158 (양평동5가),간판 및 광고물 제조업
142,(주)썬스타,심민선,수처리기기,"서울특별시 영등포구 양평로22길 21, A1206호, B206호 (양평동5가, 선유도 코오롱디지털타워)",액체 여과기 제조업 외 1 종
143,(주)씨앤에스라이트,성철민,LED경관조명,"서울특별시 영등포구 양평로21가길 19, 1층 101호 (양평동5가, 선유도 우림라이온스밸리B)",일반용 전기 조명장치 제조업
144,(주)씨앤에이시스템,박성진,"광 스위치, 광 컨버터, poe 스위치","서울특별시 영등포구 영신로 220, 1704호(영등포동8가, KnK디지털타워)",유선 통신장비 제조업 외 4 종
145,(주)씨에라인더스트리,박관선,중성자 차폐라이너 소재,"서울특별시 영등포구 양산로 43, 5층 509호 (양평동3가, 양평동우림 이 비지센타)",혼성 및 재생 플라스틱 소재 물질 제조업
146,(주)씨이피테크,임수창,3D 프린팅 시제품,서울특별시 영등포구 영신로 220 (영등포동8가) KNK디지털타워 208호,"컴퓨터 및 주변장치, 소프트웨어 도매업 외 2 종"
147,(주)씨젠텍,조재중,전자도어록,서울특별시 영등포구 도신로 73 (도림동),일반철물 제조업
148,(주)씨허브,송형진,"네트웍 IP카메라, 소프트웨어","서울특별시 영등포구 영신로 220, 6층 601 (영등포동8가, KnK디지털타워)",기타 주변기기 제조업
149,(주)아디포랩스,한성호,의료기기,"서울특별시 영등포구 양산로 43, 10층 1012 (양평동3가, 양평동우림 이 비지센타)",그 외 기타 의료용 기기 제조업
150,(주)아이엔조형디자인,김덕환,실물 모형 제작,"서울특별시 영등포구 선유로 146, 4층 401 (양평동3가, 이앤씨드림타워)",전시용 모형 제조업 외 12 종
151,(주)아이오코리아,이충수,CCTV,"서울특별시 영등포구 영중로 119 (영등포동8가, KT)",방송및무선통신기기제조업
152,(주)아이오티스페이스,이윤우,"전자칠판,전자교탁,기타주변기기, 영상정보디스플레이장치","서울특별시 영등포구 영등포로 150, (당산동1가) A동 7층 에이710,711,712,713호",기타 주변기기 제조업 외 1 종
153,(주)아이커머,"조상현, 서원교",유선통신장비 UR-700,"서울특별시 영등포구 경인로 775, 1동 11층 1106호 (문래동3가, 에이스하이테크시티) 1동 1106호",유선 통신장비 제조업
154,(주)아이테오솔루션즈,유태종,컴퓨터용 보안장치,"서울특별시 영등포구 양산로 43, 3층 308 (양평동3가, 양평동우림 이 비지센타)",기타 주변기기 제조업 외 2 종
155,(주)아이티마야,안두영,서버,서울특별시 영등포구 양평로21길 26 1동 22층 2203~2204호,컴퓨터 제조업
156,(주)안성기공,우순기,철곤제작,서울특별시 영등포구 경인로88길 9-7 (문래동1가),건설 및 채광용 기계장비 제조업
157,(주)알앤비죤,박상현,영상제어시스템,"서울특별시 영등포구 도림로 203 (대림동, 우리은행)",기타 광학기기 및 사진기 제조업
158,(주)알에프비젼,박용남,무선LAN브리지,"서울특별시 영등포구 선유로 146, 6층 614 (양평동3가, 이앤씨드림타워)",기타 무선 통신장비 제조업 외 1 종
159,(주)애드미러,안의선,"광고간판, 디스플레이 하드웨어, 아크릴가림막 외",서울특별시 영등포구 가마산로90길 17 (신길동),전시 및 광고용 조명장치 제조업 외 3 종
160,(주)앤티엔에스,이재구,시스템판넬,"서울특별시 영등포구 당산로2길 12, 2층 206호 (문래동3가, 에이스테크노타워)",배전반 및 전기 자동제어반 제조업
